from,to,multimodal,segm
WOMEN/Leggings/id_00006904/04_1_front.jpg,WOMEN/Leggings/id_00006904/04_1_front.jpg,True,True
WOMEN/Dresses/id_00006555/03_4_full.jpg,WOMEN/Dresses/id_00006555/03_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00006748/01_2_side.jpg,WOMEN/Rompers_Jumpsuits/id_00006748/01_2_side.jpg,True,True
MEN/Sweatshirts_Hoodies/id_00007821/01_4_full.jpg,MEN/Sweatshirts_Hoodies/id_00007821/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002769/04_1_front.jpg,WOMEN/Blouses_Shirts/id_00002769/04_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00006708/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00006708/01_4_full.jpg,True,True
WOMEN/Dresses/id_00007419/02_4_full.jpg,WOMEN/Dresses/id_00007419/02_4_full.jpg,True,True
WOMEN/Sweaters/id_00006483/07_7_additional.jpg,WOMEN/Sweaters/id_00006483/07_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00000961/04_4_full.jpg,WOMEN/Tees_Tanks/id_00000961/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002704/05_4_full.jpg,WOMEN/Blouses_Shirts/id_00002704/05_4_full.jpg,True,True
MEN/Pants/id_00005313/01_7_additional.jpg,MEN/Pants/id_00005313/01_7_additional.jpg,True,True
WOMEN/Dresses/id_00000731/12_4_full.jpg,WOMEN/Dresses/id_00000731/12_4_full.jpg,True,True
WOMEN/Dresses/id_00002430/06_2_side.jpg,WOMEN/Dresses/id_00002430/06_2_side.jpg,True,True
WOMEN/Graphic_Tees/id_00006684/01_4_full.jpg,WOMEN/Graphic_Tees/id_00006684/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006679/02_4_full.jpg,WOMEN/Tees_Tanks/id_00006679/02_4_full.jpg,True,True
WOMEN/Dresses/id_00006497/02_4_full.jpg,WOMEN/Dresses/id_00006497/02_4_full.jpg,True,True
MEN/Sweaters/id_00000694/01_4_full.jpg,MEN/Sweaters/id_00000694/01_4_full.jpg,True,True
WOMEN/Skirts/id_00007789/01_1_front.jpg,WOMEN/Skirts/id_00007789/01_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00000355/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00000355/01_4_full.jpg,True,True
WOMEN/Dresses/id_00003399/01_7_additional.jpg,WOMEN/Dresses/id_00003399/01_7_additional.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00007778/01_7_additional.jpg,WOMEN/Sweatshirts_Hoodies/id_00007778/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00002585/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00002585/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00001634/09_7_additional.jpg,WOMEN/Tees_Tanks/id_00001634/09_7_additional.jpg,True,True
WOMEN/Sweaters/id_00004787/13_7_additional.jpg,WOMEN/Sweaters/id_00004787/13_7_additional.jpg,True,True
MEN/Pants/id_00001763/01_1_front.jpg,MEN/Pants/id_00001763/01_1_front.jpg,True,True
WOMEN/Graphic_Tees/id_00005571/01_4_full.jpg,WOMEN/Graphic_Tees/id_00005571/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00002118/03_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00002118/03_1_front.jpg,True,True
WOMEN/Cardigans/id_00003939/02_7_additional.jpg,WOMEN/Cardigans/id_00003939/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00005172/01_4_full.jpg,WOMEN/Tees_Tanks/id_00005172/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004240/05_4_full.jpg,WOMEN/Tees_Tanks/id_00004240/05_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000552/02_4_full.jpg,WOMEN/Tees_Tanks/id_00000552/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000904/03_4_full.jpg,WOMEN/Tees_Tanks/id_00000904/03_4_full.jpg,True,True
MEN/Jackets_Vests/id_00005528/06_4_full.jpg,MEN/Jackets_Vests/id_00005528/06_4_full.jpg,True,True
WOMEN/Dresses/id_00001133/02_7_additional.jpg,WOMEN/Dresses/id_00001133/02_7_additional.jpg,True,True
WOMEN/Skirts/id_00007226/03_4_full.jpg,WOMEN/Skirts/id_00007226/03_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00005482/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00005482/02_4_full.jpg,True,True
WOMEN/Dresses/id_00005746/04_2_side.jpg,WOMEN/Dresses/id_00005746/04_2_side.jpg,True,True
WOMEN/Graphic_Tees/id_00006743/01_4_full.jpg,WOMEN/Graphic_Tees/id_00006743/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00007588/05_4_full.jpg,WOMEN/Blouses_Shirts/id_00007588/05_4_full.jpg,True,True
MEN/Jackets_Vests/id_00005097/05_4_full.jpg,MEN/Jackets_Vests/id_00005097/05_4_full.jpg,True,True
MEN/Shirts_Polos/id_00001802/02_4_full.jpg,MEN/Shirts_Polos/id_00001802/02_4_full.jpg,True,True
MEN/Shorts/id_00003297/01_7_additional.jpg,MEN/Shorts/id_00003297/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00004113/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00004113/02_4_full.jpg,True,True
MEN/Tees_Tanks/id_00001531/01_4_full.jpg,MEN/Tees_Tanks/id_00001531/01_4_full.jpg,True,True
WOMEN/Sweaters/id_00004150/03_4_full.jpg,WOMEN/Sweaters/id_00004150/03_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00001053/02_1_front.jpg,WOMEN/Jackets_Coats/id_00001053/02_1_front.jpg,True,True
WOMEN/Dresses/id_00004984/11_1_front.jpg,WOMEN/Dresses/id_00004984/11_1_front.jpg,True,True
WOMEN/Shorts/id_00002060/02_4_full.jpg,WOMEN/Shorts/id_00002060/02_4_full.jpg,True,True
WOMEN/Dresses/id_00005960/03_7_additional.jpg,WOMEN/Dresses/id_00005960/03_7_additional.jpg,True,True
WOMEN/Dresses/id_00002350/01_7_additional.jpg,WOMEN/Dresses/id_00002350/01_7_additional.jpg,True,True
MEN/Tees_Tanks/id_00004550/03_7_additional.jpg,MEN/Tees_Tanks/id_00004550/03_7_additional.jpg,True,True
WOMEN/Dresses/id_00007086/01_7_additional.jpg,WOMEN/Dresses/id_00007086/01_7_additional.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00000679/07_4_full.jpg,WOMEN/Sweatshirts_Hoodies/id_00000679/07_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00007740/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00007740/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00000295/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00000295/03_7_additional.jpg,True,True
WOMEN/Sweaters/id_00003038/02_7_additional.jpg,WOMEN/Sweaters/id_00003038/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00000009/02_4_full.jpg,WOMEN/Dresses/id_00000009/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00005306/06_4_full.jpg,WOMEN/Blouses_Shirts/id_00005306/06_4_full.jpg,True,True
WOMEN/Dresses/id_00001267/03_4_full.jpg,WOMEN/Dresses/id_00001267/03_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00000781/04_1_front.jpg,WOMEN/Blouses_Shirts/id_00000781/04_1_front.jpg,True,True
WOMEN/Dresses/id_00002298/01_4_full.jpg,WOMEN/Dresses/id_00002298/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007333/01_1_front.jpg,WOMEN/Tees_Tanks/id_00007333/01_1_front.jpg,True,True
MEN/Tees_Tanks/id_00003434/01_4_full.jpg,MEN/Tees_Tanks/id_00003434/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00004431/04_2_side.jpg,WOMEN/Rompers_Jumpsuits/id_00004431/04_2_side.jpg,True,True
WOMEN/Jackets_Coats/id_00000627/02_2_side.jpg,WOMEN/Jackets_Coats/id_00000627/02_2_side.jpg,True,True
WOMEN/Dresses/id_00004884/03_3_back.jpg,WOMEN/Dresses/id_00004884/03_3_back.jpg,True,True
WOMEN/Tees_Tanks/id_00002415/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00002415/03_7_additional.jpg,True,True
WOMEN/Dresses/id_00006993/03_7_additional.jpg,WOMEN/Dresses/id_00006993/03_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00000797/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00000797/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007059/05_4_full.jpg,WOMEN/Tees_Tanks/id_00007059/05_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00005263/14_7_additional.jpg,WOMEN/Jackets_Coats/id_00005263/14_7_additional.jpg,True,True
WOMEN/Leggings/id_00000286/05_1_front.jpg,WOMEN/Leggings/id_00000286/05_1_front.jpg,True,True
MEN/Shirts_Polos/id_00001985/01_4_full.jpg,MEN/Shirts_Polos/id_00001985/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00001045/06_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00001045/06_1_front.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00007321/03_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00007321/03_4_full.jpg,True,True
MEN/Pants/id_00003612/03_1_front.jpg,MEN/Pants/id_00003612/03_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00007199/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00007199/03_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00000376/04_4_full.jpg,WOMEN/Blouses_Shirts/id_00000376/04_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00000957/02_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00000957/02_1_front.jpg,True,True
MEN/Tees_Tanks/id_00004698/03_1_front.jpg,MEN/Tees_Tanks/id_00004698/03_1_front.jpg,True,True
WOMEN/Shorts/id_00002586/06_4_full.jpg,WOMEN/Shorts/id_00002586/06_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00006200/01_4_full.jpg,WOMEN/Blouses_Shirts/id_00006200/01_4_full.jpg,True,True
WOMEN/Cardigans/id_00002121/30_7_additional.jpg,WOMEN/Cardigans/id_00002121/30_7_additional.jpg,True,True
MEN/Tees_Tanks/id_00000854/01_4_full.jpg,MEN/Tees_Tanks/id_00000854/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00001642/01_2_side.jpg,WOMEN/Blouses_Shirts/id_00001642/01_2_side.jpg,True,True
WOMEN/Tees_Tanks/id_00007854/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00007854/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00007914/10_7_additional.jpg,WOMEN/Tees_Tanks/id_00007914/10_7_additional.jpg,True,True
WOMEN/Dresses/id_00000601/02_7_additional.jpg,WOMEN/Dresses/id_00000601/02_7_additional.jpg,True,True
WOMEN/Sweaters/id_00007221/05_1_front.jpg,WOMEN/Sweaters/id_00007221/05_1_front.jpg,True,True
WOMEN/Dresses/id_00005779/03_4_full.jpg,WOMEN/Dresses/id_00005779/03_4_full.jpg,True,True
WOMEN/Dresses/id_00003121/02_1_front.jpg,WOMEN/Dresses/id_00003121/02_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002460/01_1_front.jpg,WOMEN/Tees_Tanks/id_00002460/01_1_front.jpg,True,True
WOMEN/Dresses/id_00003215/06_4_full.jpg,WOMEN/Dresses/id_00003215/06_4_full.jpg,True,True
WOMEN/Sweaters/id_00000686/03_1_front.jpg,WOMEN/Sweaters/id_00000686/03_1_front.jpg,True,True
WOMEN/Denim/id_00006238/01_1_front.jpg,WOMEN/Denim/id_00006238/01_1_front.jpg,True,True
WOMEN/Dresses/id_00006402/01_4_full.jpg,WOMEN/Dresses/id_00006402/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004475/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00004475/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00005546/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00005546/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00007285/01_2_side.jpg,WOMEN/Dresses/id_00007285/01_2_side.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00006012/02_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00006012/02_1_front.jpg,True,True
MEN/Tees_Tanks/id_00000312/01_7_additional.jpg,MEN/Tees_Tanks/id_00000312/01_7_additional.jpg,True,True
WOMEN/Shorts/id_00006284/01_1_front.jpg,WOMEN/Shorts/id_00006284/01_1_front.jpg,True,True
MEN/Tees_Tanks/id_00003229/01_4_full.jpg,MEN/Tees_Tanks/id_00003229/01_4_full.jpg,True,True
WOMEN/Dresses/id_00005457/03_7_additional.jpg,WOMEN/Dresses/id_00005457/03_7_additional.jpg,True,True
MEN/Pants/id_00006187/01_3_back.jpg,MEN/Pants/id_00006187/01_3_back.jpg,True,True
WOMEN/Dresses/id_00006526/05_3_back.jpg,WOMEN/Dresses/id_00006526/05_3_back.jpg,True,True
WOMEN/Graphic_Tees/id_00000769/01_4_full.jpg,WOMEN/Graphic_Tees/id_00000769/01_4_full.jpg,True,True
WOMEN/Dresses/id_00004079/08_4_full.jpg,WOMEN/Dresses/id_00004079/08_4_full.jpg,True,True
WOMEN/Leggings/id_00001564/01_1_front.jpg,WOMEN/Leggings/id_00001564/01_1_front.jpg,True,True
WOMEN/Pants/id_00007042/02_1_front.jpg,WOMEN/Pants/id_00007042/02_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002172/01_4_full.jpg,WOMEN/Tees_Tanks/id_00002172/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003804/05_4_full.jpg,WOMEN/Blouses_Shirts/id_00003804/05_4_full.jpg,True,True
WOMEN/Skirts/id_00003598/02_1_front.jpg,WOMEN/Skirts/id_00003598/02_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00007931/01_1_front.jpg,WOMEN/Tees_Tanks/id_00007931/01_1_front.jpg,True,True
WOMEN/Jackets_Coats/id_00001347/07_4_full.jpg,WOMEN/Jackets_Coats/id_00001347/07_4_full.jpg,True,True
WOMEN/Sweaters/id_00000291/04_7_additional.jpg,WOMEN/Sweaters/id_00000291/04_7_additional.jpg,True,True
WOMEN/Skirts/id_00002944/01_4_full.jpg,WOMEN/Skirts/id_00002944/01_4_full.jpg,True,True
WOMEN/Dresses/id_00007551/01_4_full.jpg,WOMEN/Dresses/id_00007551/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004689/04_4_full.jpg,WOMEN/Tees_Tanks/id_00004689/04_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00007884/02_4_full.jpg,WOMEN/Tees_Tanks/id_00007884/02_4_full.jpg,True,True
WOMEN/Dresses/id_00004957/02_4_full.jpg,WOMEN/Dresses/id_00004957/02_4_full.jpg,True,True
WOMEN/Dresses/id_00005197/02_1_front.jpg,WOMEN/Dresses/id_00005197/02_1_front.jpg,True,True
WOMEN/Dresses/id_00003397/01_7_additional.jpg,WOMEN/Dresses/id_00003397/01_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00000771/03_4_full.jpg,WOMEN/Tees_Tanks/id_00000771/03_4_full.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00001464/01_4_full.jpg,WOMEN/Sweatshirts_Hoodies/id_00001464/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00001710/01_1_front.jpg,WOMEN/Blouses_Shirts/id_00001710/01_1_front.jpg,True,True
WOMEN/Graphic_Tees/id_00000113/01_4_full.jpg,WOMEN/Graphic_Tees/id_00000113/01_4_full.jpg,True,True
WOMEN/Skirts/id_00000440/02_4_full.jpg,WOMEN/Skirts/id_00000440/02_4_full.jpg,True,True
WOMEN/Shorts/id_00004097/03_4_full.jpg,WOMEN/Shorts/id_00004097/03_4_full.jpg,True,True
WOMEN/Dresses/id_00004796/05_1_front.jpg,WOMEN/Dresses/id_00004796/05_1_front.jpg,True,True
MEN/Pants/id_00004767/01_1_front.jpg,MEN/Pants/id_00004767/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002709/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00002709/01_7_additional.jpg,True,True
WOMEN/Pants/id_00004264/02_1_front.jpg,WOMEN/Pants/id_00004264/02_1_front.jpg,True,True
MEN/Tees_Tanks/id_00002994/01_7_additional.jpg,MEN/Tees_Tanks/id_00002994/01_7_additional.jpg,True,True
WOMEN/Cardigans/id_00001868/01_1_front.jpg,WOMEN/Cardigans/id_00001868/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002154/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00002154/02_7_additional.jpg,True,True
WOMEN/Sweaters/id_00002045/05_2_side.jpg,WOMEN/Sweaters/id_00002045/05_2_side.jpg,True,True
WOMEN/Skirts/id_00001274/01_1_front.jpg,WOMEN/Skirts/id_00001274/01_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00001825/05_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001825/05_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00004869/06_1_front.jpg,WOMEN/Tees_Tanks/id_00004869/06_1_front.jpg,True,True
WOMEN/Denim/id_00000361/01_1_front.jpg,WOMEN/Denim/id_00000361/01_1_front.jpg,True,True
WOMEN/Shorts/id_00004365/02_1_front.jpg,WOMEN/Shorts/id_00004365/02_1_front.jpg,True,True
WOMEN/Dresses/id_00003953/02_7_additional.jpg,WOMEN/Dresses/id_00003953/02_7_additional.jpg,True,True
WOMEN/Sweatshirts_Hoodies/id_00004591/01_7_additional.jpg,WOMEN/Sweatshirts_Hoodies/id_00004591/01_7_additional.jpg,True,True
WOMEN/Jackets_Coats/id_00004301/02_1_front.jpg,WOMEN/Jackets_Coats/id_00004301/02_1_front.jpg,True,True
WOMEN/Dresses/id_00007786/06_4_full.jpg,WOMEN/Dresses/id_00007786/06_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00003713/02_4_full.jpg,WOMEN/Tees_Tanks/id_00003713/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00001219/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001219/03_7_additional.jpg,True,True
WOMEN/Cardigans/id_00000874/04_7_additional.jpg,WOMEN/Cardigans/id_00000874/04_7_additional.jpg,True,True
WOMEN/Sweaters/id_00004048/02_4_full.jpg,WOMEN/Sweaters/id_00004048/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003822/04_4_full.jpg,WOMEN/Blouses_Shirts/id_00003822/04_4_full.jpg,True,True
WOMEN/Dresses/id_00005494/02_3_back.jpg,WOMEN/Dresses/id_00005494/02_3_back.jpg,True,True
WOMEN/Pants/id_00003086/02_1_front.jpg,WOMEN/Pants/id_00003086/02_1_front.jpg,True,True
WOMEN/Skirts/id_00002588/02_1_front.jpg,WOMEN/Skirts/id_00002588/02_1_front.jpg,True,True
WOMEN/Dresses/id_00005006/03_4_full.jpg,WOMEN/Dresses/id_00005006/03_4_full.jpg,True,True
WOMEN/Dresses/id_00004450/02_1_front.jpg,WOMEN/Dresses/id_00004450/02_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00003348/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00003348/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004330/04_4_full.jpg,WOMEN/Tees_Tanks/id_00004330/04_4_full.jpg,True,True
WOMEN/Cardigans/id_00002255/02_4_full.jpg,WOMEN/Cardigans/id_00002255/02_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002415/06_7_additional.jpg,WOMEN/Tees_Tanks/id_00002415/06_7_additional.jpg,True,True
WOMEN/Dresses/id_00003835/02_7_additional.jpg,WOMEN/Dresses/id_00003835/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003590/02_7_additional.jpg,WOMEN/Tees_Tanks/id_00003590/02_7_additional.jpg,True,True
WOMEN/Tees_Tanks/id_00003420/03_4_full.jpg,WOMEN/Tees_Tanks/id_00003420/03_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00007698/03_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00007698/03_4_full.jpg,True,True
WOMEN/Sweaters/id_00004647/04_4_full.jpg,WOMEN/Sweaters/id_00004647/04_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00006991/08_4_full.jpg,WOMEN/Tees_Tanks/id_00006991/08_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00003629/04_4_full.jpg,WOMEN/Tees_Tanks/id_00003629/04_4_full.jpg,True,True
MEN/Shirts_Polos/id_00004713/02_4_full.jpg,MEN/Shirts_Polos/id_00004713/02_4_full.jpg,True,True
WOMEN/Shorts/id_00007210/03_4_full.jpg,WOMEN/Shorts/id_00007210/03_4_full.jpg,True,True
WOMEN/Skirts/id_00006885/01_1_front.jpg,WOMEN/Skirts/id_00006885/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00004682/03_4_full.jpg,WOMEN/Tees_Tanks/id_00004682/03_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002553/03_4_full.jpg,WOMEN/Tees_Tanks/id_00002553/03_4_full.jpg,True,True
WOMEN/Pants/id_00000460/01_1_front.jpg,WOMEN/Pants/id_00000460/01_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00004313/04_7_additional.jpg,WOMEN/Tees_Tanks/id_00004313/04_7_additional.jpg,True,True
WOMEN/Sweaters/id_00001385/05_2_side.jpg,WOMEN/Sweaters/id_00001385/05_2_side.jpg,True,True
WOMEN/Leggings/id_00006176/01_1_front.jpg,WOMEN/Leggings/id_00006176/01_1_front.jpg,True,True
WOMEN/Dresses/id_00003625/02_2_side.jpg,WOMEN/Dresses/id_00003625/02_2_side.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00006578/01_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00006578/01_1_front.jpg,True,True
WOMEN/Shorts/id_00006281/01_4_full.jpg,WOMEN/Shorts/id_00006281/01_4_full.jpg,True,True
WOMEN/Cardigans/id_00001206/01_2_side.jpg,WOMEN/Cardigans/id_00001206/01_2_side.jpg,True,True
MEN/Jackets_Vests/id_00006912/06_4_full.jpg,MEN/Jackets_Vests/id_00006912/06_4_full.jpg,True,True
WOMEN/Dresses/id_00006406/02_4_full.jpg,WOMEN/Dresses/id_00006406/02_4_full.jpg,True,True
MEN/Sweatshirts_Hoodies/id_00007842/01_7_additional.jpg,MEN/Sweatshirts_Hoodies/id_00007842/01_7_additional.jpg,True,True
WOMEN/Sweaters/id_00002049/02_2_side.jpg,WOMEN/Sweaters/id_00002049/02_2_side.jpg,True,True
WOMEN/Dresses/id_00000374/02_1_front.jpg,WOMEN/Dresses/id_00000374/02_1_front.jpg,True,True
WOMEN/Blouses_Shirts/id_00005039/05_4_full.jpg,WOMEN/Blouses_Shirts/id_00005039/05_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00004216/01_7_additional.jpg,WOMEN/Tees_Tanks/id_00004216/01_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00001086/03_7_additional.jpg,WOMEN/Blouses_Shirts/id_00001086/03_7_additional.jpg,True,True
WOMEN/Dresses/id_00006940/01_4_full.jpg,WOMEN/Dresses/id_00006940/01_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00002361/03_7_additional.jpg,WOMEN/Tees_Tanks/id_00002361/03_7_additional.jpg,True,True
WOMEN/Skirts/id_00006463/06_4_full.jpg,WOMEN/Skirts/id_00006463/06_4_full.jpg,True,True
WOMEN/Sweaters/id_00003168/05_4_full.jpg,WOMEN/Sweaters/id_00003168/05_4_full.jpg,True,True
MEN/Tees_Tanks/id_00003470/20_4_full.jpg,MEN/Tees_Tanks/id_00003470/20_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00001247/02_7_additional.jpg,WOMEN/Jackets_Coats/id_00001247/02_7_additional.jpg,True,True
WOMEN/Dresses/id_00003582/06_4_full.jpg,WOMEN/Dresses/id_00003582/06_4_full.jpg,True,True
WOMEN/Dresses/id_00004564/02_2_side.jpg,WOMEN/Dresses/id_00004564/02_2_side.jpg,True,True
WOMEN/Tees_Tanks/id_00006995/01_4_full.jpg,WOMEN/Tees_Tanks/id_00006995/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00004356/04_4_full.jpg,WOMEN/Blouses_Shirts/id_00004356/04_4_full.jpg,True,True
WOMEN/Skirts/id_00005109/02_4_full.jpg,WOMEN/Skirts/id_00005109/02_4_full.jpg,True,True
WOMEN/Dresses/id_00002434/02_2_side.jpg,WOMEN/Dresses/id_00002434/02_2_side.jpg,True,True
WOMEN/Dresses/id_00000864/02_4_full.jpg,WOMEN/Dresses/id_00000864/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00002546/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00002546/02_4_full.jpg,True,True
WOMEN/Dresses/id_00005835/03_3_back.jpg,WOMEN/Dresses/id_00005835/03_3_back.jpg,True,True
WOMEN/Dresses/id_00006888/04_4_full.jpg,WOMEN/Dresses/id_00006888/04_4_full.jpg,True,True
WOMEN/Tees_Tanks/id_00005683/03_4_full.jpg,WOMEN/Tees_Tanks/id_00005683/03_4_full.jpg,True,True
WOMEN/Shorts/id_00003973/04_4_full.jpg,WOMEN/Shorts/id_00003973/04_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00006044/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00006044/03_4_full.jpg,True,True
WOMEN/Graphic_Tees/id_00005622/01_4_full.jpg,WOMEN/Graphic_Tees/id_00005622/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00002632/03_1_front.jpg,WOMEN/Rompers_Jumpsuits/id_00002632/03_1_front.jpg,True,True
WOMEN/Tees_Tanks/id_00002657/02_1_front.jpg,WOMEN/Tees_Tanks/id_00002657/02_1_front.jpg,True,True
MEN/Sweatshirts_Hoodies/id_00000319/01_1_front.jpg,MEN/Sweatshirts_Hoodies/id_00000319/01_1_front.jpg,True,True
WOMEN/Dresses/id_00005768/15_7_additional.jpg,WOMEN/Dresses/id_00005768/15_7_additional.jpg,True,True
WOMEN/Dresses/id_00006168/08_4_full.jpg,WOMEN/Dresses/id_00006168/08_4_full.jpg,True,True
WOMEN/Dresses/id_00000880/01_4_full.jpg,WOMEN/Dresses/id_00000880/01_4_full.jpg,True,True
WOMEN/Rompers_Jumpsuits/id_00000344/05_4_full.jpg,WOMEN/Rompers_Jumpsuits/id_00000344/05_4_full.jpg,True,True
WOMEN/Jackets_Coats/id_00005652/04_7_additional.jpg,WOMEN/Jackets_Coats/id_00005652/04_7_additional.jpg,True,True
WOMEN/Blouses_Shirts/id_00007342/02_1_front.jpg,WOMEN/Blouses_Shirts/id_00007342/02_1_front.jpg,True,True
WOMEN/Dresses/id_00007951/01_1_front.jpg,WOMEN/Dresses/id_00007951/01_1_front.jpg,True,True
WOMEN/Dresses/id_00006824/01_4_full.jpg,WOMEN/Dresses/id_00006824/01_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00006509/02_4_full.jpg,WOMEN/Blouses_Shirts/id_00006509/02_4_full.jpg,True,True
WOMEN/Blouses_Shirts/id_00003711/03_4_full.jpg,WOMEN/Blouses_Shirts/id_00003711/03_4_full.jpg,True,True
